idmedicamento,nombremedicamento,nombrelaboratorio,concentracion,princioactivo,acccionterapeutica,precioconvenio,precioLista,idFarmacia,nombrefarmacia,fecha_proceso
14351,LOPID (R) 300MG X30CAP.,PFIZER,,GEMFIBROZILO,AGENTES MODIFICADORES DE LOS LIPIDOS,23231,26399,2,SALCOBRAND,2023-01-20
14718,LOPID 900MG. CAJA 30 COMP.,,,GEMFIBROZILO,,26117,58295,1,AHUMADA,2023-01-20
14719,LOPID 900MG. CAJA 60 COMP.,,,GEMFIBROZILO,,63930,68395,1,AHUMADA,2023-01-20
16053,LORATADINA 10MG. CAJA 30 COMP.,,,LORATADINA,,1244,1495,1,AHUMADA,2023-01-20
13114,LORAZEPAM (B) 2MG X30COM.,LABORATORIO CHILE,,LORAZEPAM,PSICOLEPTICOS,1320,2399,2,SALCOBRAND,2023-01-20
15495,LORAZEPAM 2MG. CAJA 30 COMP.,,,LORAZEPAM,,1555,1945,1,AHUMADA,2023-01-20
16049,LORATADINA JBE. FRASCO 60 ML,,,LORATADINA,,1660,1795,1,AHUMADA,2023-01-20
23705,LOREAL AGUA MIC.A.HIALURONICO X200ML,LOREAL CHILE S.A.,,,CREMAS FACIALES (MASIVAS),4499,4999,2,SALCOBRAND,2023-01-20
23707,LOREAL AGE PERF NOUR MILK FP.X250ML FRI,LOREAL CHILE S.A.,,,CREMAS CORPORALES (MASIVAS),4499,4999,2,SALCOBRAND,2023-01-20
23605,LOREAL AGE RE-PERFECT NUTRICION DIA X50M,LOREAL CHILE S.A.,,,CREMAS FACIALES (MASIVAS),13769,15299,2,SALCOBRAND,2023-01-20
23606,LOREAL AGE PERFECT NOCHE JALEA X50ML,LOREAL CHILE S.A.,,,CREMAS FACIALES (MASIVAS),13769,15299,2,SALCOBRAND,2023-01-20
23598,LOREAL AGE PERFECT GOLD.AGE SERUM X125ML,LOREAL CHILE S.A.,,,CREMAS FACIALES (MASIVAS),14759,16399,2,SALCOBRAND,2023-01-20
15180,LORCALINE 10MG EST. 60COMP,,,LORCASERINA,,34915,35995,1,AHUMADA,2023-01-20
23791,LOREAL DERMO MASC.HYALURON MEX,LOREAL CHILE S.A.,,,CREMAS FACIALES (MASIVAS),2879,3199,2,SALCOBRAND,2023-01-20
23729,LOREAL AGUA MISCELAR DESM.HT5 X200ML,LOREAL CHILE S.A.,,,CREMAS FACIALES (MASIVAS),4131,4590,2,SALCOBRAND,2023-01-20
23730,LOREAL AGUA MICELAR BIFASICA P/S.X200ML,LOREAL CHILE S.A.,,,CREMAS FACIALES (MASIVAS),4131,4590,2,SALCOBRAND,2023-01-20
23694,LOREAL DESMAQ.BIFASICO X125ML,LOREAL CHILE S.A.,,,CREMAS FACIALES (MASIVAS),5129,5699,2,SALCOBRAND,2023-01-20
23637,LOREAL DESMAQ.OJOS BIFASICO X200ML,LOREAL CHILE S.A.,,,CREMAS FACIALES (MASIVAS),6659,7399,2,SALCOBRAND,2023-01-20
23632,LOREAL M.E QUENCHING GEL FP50ML ES/PT.X5,LOREAL CHILE S.A.,,,CREMAS FACIALES (MASIVAS),7199,7999,2,SALCOBRAND,2023-01-20
23633,LOREAL M.E H.E TBOOST EYES R.O10 ES/PT.X,LOREAL CHILE S.A.,,,CREMAS FACIALES (MASIVAS),7199,7999,2,SALCOBRAND,2023-01-20
23627,LOREAL M.E VITALIFT T15 ES/PT YEUX X15G,LOREAL CHILE S.A.,,,CREMAS FACIALES (MASIVAS),8099,8999,2,SALCOBRAND,2023-01-20
23628,LOREAL M.E VITALIFT 5 SOIN ES/PTI.X50ML,LOREAL CHILE S.A.,,,CREMAS FACIALES (MASIVAS),8099,8999,2,SALCOBRAND,2023-01-20
23629,LOREAL CR.EXF.NUTRIT.ACUCARES SUAVES X50,LOREAL CHILE S.A.,,,CREMAS FACIALES (MASIVAS),8099,8999,2,SALCOBRAND,2023-01-20
23798,LOREAL OAP RV HA EYE MASK HZ,LOREAL CHILE S.A.,,,CREMAS FACIALES (MASIVAS),1799,1999,2,SALCOBRAND,2023-01-20
23704,LOREAL MEN GEL LIM.PURE CHARCOAL X100ML,LOREAL CHILE S.A.,,,CREMAS FACIALES (MASIVAS),4499,4999,2,SALCOBRAND,2023-01-20
23698,LOREAL SKIN PURE ACT.3EN1 CARBON X50G,LOREAL CHILE S.A.,,,CREMAS FACIALES (MASIVAS),4859,5399,2,SALCOBRAND,2023-01-20
23651,LOREAL MEN EXPERT HYDRA ENERG WASH UP BO,LOREAL CHILE S.A.,,,CREMAS FACIALES (MASIVAS),5399,5999,2,SALCOBRAND,2023-01-20
23653,LOREAL OLEO EXTRAORDINARIO FRIZZ X100ML,LOREAL CHILE S.A.,,,CUIDADO CAPILAR,5399,5999,2,SALCOBRAND,2023-01-20
23654,LOREAL OLEO EXTRAORDINARIO LISO X100ML,LOREAL CHILE S.A.,,,CUIDADO CAPILAR,5399,5999,2,SALCOBRAND,2023-01-20
23655,LOREAL OLEO EXTRAORDINARIO X100ML,LOREAL CHILE S.A.,,,CUIDADO CAPILAR,5399,5999,2,SALCOBRAND,2023-01-20
23634,LOREAL MEN HYDRA.ENERGETIC DOS50 ES/PTI,LOREAL CHILE S.A.,,,CREMAS FACIALES (MASIVAS),7199,7999,2,SALCOBRAND,2023-01-20
23595,LOREAL OAP RVTL RETINOL SERUM LP.X30ML H,LOREAL CHILE S.A.,,,CREMAS FACIALES (MASIVAS),15299,16999,2,SALCOBRAND,2023-01-20
23594,LOREAL OAP AP MIDNGHT SRUM BA. X30ML SP/,LOREAL CHILE S.A.,,,CREMAS FACIALES (MASIVAS),16199,17999,2,SALCOBRAND,2023-01-20
23622,LOREAL UV DEFEN HIDRAT FPS50  X40G EXP.,LOREAL CHILE S.A.,,,CREMAS FACIALES (MASIVAS),8999,9999,2,SALCOBRAND,2023-01-20
23623,LOREAL UV DEFEN ANTI-BRILLO FPS50  X40G,LOREAL CHILE S.A.,,,CREMAS FACIALES (MASIVAS),8999,9999,2,SALCOBRAND,2023-01-20
23624,LOREAL UV DEFEN TQ SECO FPS50  X40G EXP,LOREAL CHILE S.A.,,,CREMAS FACIALES (MASIVAS),8999,9999,2,SALCOBRAND,2023-01-20
23625,LOREAL UV DEFEN TQ SEC CL FPS50  40G EXP,LOREAL CHILE S.A.,,,CREMAS FACIALES (MASIVAS),8999,9999,2,SALCOBRAND,2023-01-20
23610,LOREAL UV DEFENDER FLUIDO X40ML,LOREAL CHILE S.A.,,,CREMAS FACIALES (MASIVAS),10799,11999,2,SALCOBRAND,2023-01-20
23611,LOREAL UV DEFENDER FLUIDO CLARA EXP X40G,LOREAL CHILE S.A.,,,CREMAS FACIALES (MASIVAS),10799,11999,2,SALCOBRAND,2023-01-20
14635,LOSAPRES 100 CAJA 30 COMP.REC.100 MG,,,LOSARTAN,,18105,19795,1,AHUMADA,2023-01-20
16402,LOSAPRES D 100/25 CAJA 30 COMP. REC.,,,HIDROCLOROTIAZIDA + LOSARTAN,,23934,25895,1,AHUMADA,2023-01-20
14641,LOSAPRES 50MG. CAJA 30COMP,,,LOSARTAN,,24245,26595,1,AHUMADA,2023-01-20
15179,LOREXAN 10MG. 60 COMP. REC.,,,LORCASERINA,,33460,34495,1,AHUMADA,2023-01-20
13086,LOSARTAN (B) 50MG X 30COM.,LABORATORIO CHILE,,0,AGENTES QUE ACTUAN EN EL SISTEMA RENINA-ANGIOTENSINA,1705,3099,2,SALCOBRAND,2023-01-20
14642,LOSARTAN POTASICO 50MG. 30COMP,,,LOSARTAN,,2075,2945,1,AHUMADA,2023-01-20
13029,LOSARTAN/HIDROC (B) 50/12.5 X30COM.REC,OPKO,,HIDROCLOROTIAZIDA / LOSARTAN,AGENTES QUE ACTUAN EN EL SISTEMA RENINA-ANGIOTENSINA,3850,6999,2,SALCOBRAND,2023-01-20
13627,LOSARTAN (B) 100MG X30COM.,LABORATORIO CHILE,,LOSARTAN,AGENTES QUE ACTUAN EN EL SISTEMA RENINA-ANGIOTENSINA,4785,8699,2,SALCOBRAND,2023-01-20
14591,"LOSARTAN/HIDROCLOR 50/12,5MG CAJA 30COMP",,,HIDROCLOROTIAZIDA + LOSARTAN,,5233,5395,1,AHUMADA,2023-01-20
14634,LOSARTAN 100MG. 30 COMP.REC,,,LOSARTAN,,7367,7595,1,AHUMADA,2023-01-20
14592,LOSAPRES-D CAJA 30COMP.,,,HIDROCLOROTIAZIDA + LOSARTAN,,24924,25695,1,AHUMADA,2023-01-20
16249,LOSEC MUPS 10MG. CAJA 28 COMP.,,,OMEPRAZOL,,26535,32595,1,AHUMADA,2023-01-20
14598,LOSAPRES-D CAJA 60COMP,,,HIDROCLOROTIAZIDA + LOSARTAN,,35400,36495,1,AHUMADA,2023-01-20
13105,LOVASTATINA (B) 20MG X28COM.,LABORATORIO CHILE,,LOVASTATINA,AGENTES MODIFICADORES DE LOS LIPIDOS,1430,2599,2,SALCOBRAND,2023-01-20
14953,LOSOPIL 7.5MG. CAJA 30 COMP. REC.,,,ZOPICLONA,,5615,6245,1,AHUMADA,2023-01-20
14687,LOWDEN 10MG. CAJA 30 COMP.,,,ATORVASTATINA,,16647,18895,1,AHUMADA,2023-01-20
15773,"LOUTEN T COL. FCO. 2,5ML.",,,LATANOPROST + TIMOLOL,,17552,18095,1,AHUMADA,2023-01-20
15662,"LOVELLE CICLICO 1MG/0,25MG CJA 28 C.REC",,,ESTRADIOL + TRIMEGESTONA,,18231,18795,1,AHUMADA,2023-01-20
16840,"LOVELLE CONTINUO 1MG/0,125MG C. 28 C.REC",,,ESTRADIOL + TRIMEGESTONA,,20850,21495,1,AHUMADA,2023-01-20
15771,LOUTEN 0.005% COL. FCO. 2.5 ML,,,LATANOPROST,,21626,22295,1,AHUMADA,2023-01-20
16473,LOTRIDERM CREM. POMO 15 GR.,,,BETAMETASONA + CLOTRIMAZOL,,24454,25995,1,AHUMADA,2023-01-20
14688,LOWDEN 10MG. CAJA 60 COMP.,,,ATORVASTATINA,,32467,36695,1,AHUMADA,2023-01-20
15269,LOSEC MUPS 20MG. CAJA 28 COMP.,,,OMEPRAZOL,,44749,53495,1,AHUMADA,2023-01-20
14858,LUCASTE 4MG. CAJA 30 COMP.,,,MONTELUKAST,,15295,20995,1,AHUMADA,2023-01-20
13690,LUCASTE (B) 5MG X30.COM.MAST.,EUROFARMA CHILE S.A.,,MONTELUKAST,AGENTES CONTRA PADECIMIENTOS OBSTRUCTIVOS DE LAS VIAS RESPIRATORIAS,16470,20999,2,SALCOBRAND,2023-01-20
14862,LUCASTE 5 MG. CAJA 30 COMP.,,,MONTELUKAST,,18521,20795,1,AHUMADA,2023-01-20
13664,LUKANEX 4MG X40COM.MAST.,SAVAL S.A.,,MONTELUKAST,AGENTES CONTRA PADECIMIENTOS OBSTRUCTIVOS DE LAS VIAS RESPIRATORIAS,21598,28599,2,SALCOBRAND,2023-01-20
13330,LUKANEX (B) PED.4MG X40SOB.,SAVAL S.A.,,MONTELUKAST,AGENTES CONTRA PADECIMIENTOS OBSTRUCTIVOS DE LAS VIAS RESPIRATORIAS,23471,38999,2,SALCOBRAND,2023-01-20
14693,LOWDEN 20MG. CAJA 30 COMP.,,,ATORVASTATINA,,28096,31795,1,AHUMADA,2023-01-20
14859,LUKANEX 4MG. CAJA 40 SOBRES,,,MONTELUKAST,,38088,42895,1,AHUMADA,2023-01-20
13750,LUKANEX (B) 10MG X40COM.MAST.,SAVAL S.A.,,MONTELUKAST,AGENTES CONTRA PADECIMIENTOS OBSTRUCTIVOS DE LAS VIAS RESPIRATORIAS,39324,45999,2,SALCOBRAND,2023-01-20
14695,LOWDEN 20MG. 60 COMP. REC.,,,ATORVASTATINA,,42564,48195,1,AHUMADA,2023-01-20
14855,LUKANEX 10MG. CAJA 40 COMP. REC.,,,MONTELUKAST,,43499,46995,1,AHUMADA,2023-01-20
23409,LUVRIFIL 0.7% LUBRICANTE OF. X15ML,RECETARIO,,0,OFTALMOLOGICOS,2799,3999,2,SALCOBRAND,2023-01-20
23408,"LUVRIFIL NF 0,3% LUBRICANTE OF. X15ML",RECETARIO,,0,OFTALMOLOGICOS,3499,4999,2,SALCOBRAND,2023-01-20
23511,LUTEIN PLUS X60TAB.,VITAMIN LIFE,,MINERALES / VITAMINAS,OFTALMOLOGICOS,10399,12999,2,SALCOBRAND,2023-01-20
16990,LUTENYL 5MG. CAJA 10 COMP.,,,NOMEGESTROL,,19589,20195,1,AHUMADA,2023-01-20
13752,LUKANEX 5MG X40COM.MAST.,SAVAL S.A.,,MONTELUKAST,AGENTES CONTRA PADECIMIENTOS OBSTRUCTIVOS DE LAS VIAS RESPIRATORIAS,32088,37399,2,SALCOBRAND,2023-01-20
14131,LYRICA (R) 150MG X14CAP.,PFIZER,,PREGABALINA,ANTIEPILEPTICOS,36079,40999,2,SALCOBRAND,2023-01-20
16349,"LUMIGAN RC 0,01% FCO. 3ML.",,,BIMATOPROST,,36319,40095,1,AHUMADA,2023-01-20
15451,LUVOX 100MG. CAJA 30 COMP. REC.,,,FLUVOXAMINA,,43548,44895,1,AHUMADA,2023-01-20
16350,LUMIGAN 0.03% COL. FCO. 3 ML.,,,BIMATOPROST,,49433,53995,1,AHUMADA,2023-01-20
13565,LYRICA (R) 150MG X28CAP.,PFIZER,,PREGABALINA,ANTIEPILEPTICOS,55699,81999,2,SALCOBRAND,2023-01-20
16330,LYRICA 25 MG CAJA  14 CAPSULAS,,,PREGABALINA,,9490,13195,1,AHUMADA,2023-01-20
14297,LYRICA (R) 25MG X14CAP.,PFIZER,,PREGABALINA,ANTIEPILEPTICOS,12671,14399,2,SALCOBRAND,2023-01-20
16570,LYRICA 75MG. CAJA 14 CAP.,,,PREGABALINA,,16616,24895,1,AHUMADA,2023-01-20
13553,LYRICA (R) 75MG X14CAP.,PFIZER,,PREGABALINA,ANTIEPILEPTICOS,16943,25999,2,SALCOBRAND,2023-01-20
15552,LYRICA 150MG CAJA 14 CAP.,,,PREGABALINA,,28018,41295,1,AHUMADA,2023-01-20
13557,LYRICA (R) 75MG X28CAP.,PFIZER,,PREGABALINA,ANTIEPILEPTICOS,31224,47599,2,SALCOBRAND,2023-01-20
15563,LYRICA 75MG CAJA 28 CAPS.,,,PREGABALINA,,32058,46295,1,AHUMADA,2023-01-20
16803,LYXUMIA 10MCG. 3ML. 1JERINGA PRELLENADA,,,LIXISENATIDA,,39862,41095,1,AHUMADA,2023-01-20
16804,LYXUMIA 20MCG. 3ML. 1JERINGA PRELLENADA,,,LIXISENATIDA,,40056,41295,1,AHUMADA,2023-01-20
15553,LYRICA 150MG. CAJA 28 CAP.,,,PREGABALINA,,54624,82295,1,AHUMADA,2023-01-20
15804,MACROSAN 50MG. CAJA 30 CAP.,,,NITROFURANTOINA,,7280,8395,1,AHUMADA,2023-01-20
15803,MACRODANTINA 50MG. CAP.,,,NITROFURANTOINA,,8302,20195,1,AHUMADA,2023-01-20
15801,MACROSAN 100MG. CAJA 15 CAP.,,,NITROFURANTOINA,,9882,11895,1,AHUMADA,2023-01-20
23397,MAAM VIT X30CAPSULAS,LABORATORIO CHILE,,0,VITAMINAS,10204,15699,2,SALCOBRAND,2023-01-20
14325,MACROSAN (B) 100MG X15CAP.,SANITAS S.A.,,NITROFURANTOINA,ANTIBACTERIANOS PARA USO SISTEMICO,10647,12099,2,SALCOBRAND,2023-01-20
15799,MACRODANTINA 100MG. 40 CAP.,,,NITROFURANTOINA,,13053,22295,1,AHUMADA,2023-01-20
15802,MACROSAN 100MG. CAJA 30 CAP.,,,NITROFURANTOINA,,14493,15995,1,AHUMADA,2023-01-20
14262,MACROSAN (B) 100MG X30CAP.,SANITAS S.A.,,NITROFURANTOINA,ANTIBACTERIANOS PARA USO SISTEMICO,15575,17699,2,SALCOBRAND,2023-01-20
13434,MACRODANTINA (R) 100MG X40CAP.,BOEHRINGER INGELHEIM,,NITROFURANTOINA,ANTIBACTERIANOS PARA USO SISTEMICO,17621,24099,2,SALCOBRAND,2023-01-20
15354,MADOZIDE 200MG./CAJA 30 COMP,,,BENSERAZIDA + LEVODOPA,,19561,22995,1,AHUMADA,2023-01-20
23847,MAGNESIUM X20TAB.EF.,VITAMIN LIFE,,MAGNESIO,SUPLEMENTOS MINERALES,3039,3799,2,SALCOBRAND,2023-01-20
23564,MAGNESIUM 250MG X90CAP.,VITAMIN LIFE,,MAGNESIO,SUPLEMENTOS MINERALES,7839,9799,2,SALCOBRAND,2023-01-20
23534,MAGNESIUM CHLORIDE X90CAP.,VITAMIN LIFE,,MAGNESIO,SUPLEMENTOS MINERALES,9279,11599,2,SALCOBRAND,2023-01-20
23479,MAGNESIUM L-THREONATE X90CAPSULAS,VITAMIN LIFE,,0,SUPLEMENTOS MINERALES,12799,15999,2,SALCOBRAND,2023-01-20
23452,MAGNESIUM PLUS LIQUID X900ML,VITAMIN LIFE,,MAGNESIO / VITAMINAS COMPLEJO B,VITAMINAS,15199,18999,2,SALCOBRAND,2023-01-20
16168,MAGNATIL CALCICO CAJA 14 COMP. EFERV.,,,ASCORBICO ACIDO + CALCIO + MAGNESIO,,16480,16990,1,AHUMADA,2023-01-20
14160,MALTOFER 50MG/5ML JBE.X100ML,ANDROMACO FARMA,,COMPLEJO DE HIERRO III,ANTIANEMICOS,18941,21399,2,SALCOBRAND,2023-01-20
15306,MALTOFER 100MG. CAJA 30 COMP.,,,ASCORBICO ACIDO + CALCIO + ERGOCALCIFEROL + FOLICO ACIDO + HIERRO + NICOTINAMIDA + PIRIDOXINA + RETINOL + RIBOFLAVINA + TIAMINA,,22372,26095,1,AHUMADA,2023-01-20
14355,MALTOFER 100MG X30COM.MAST.,ANDROMACO FARMA,,COMPLEJO DE HIERRO III,ANTIANEMICOS,22527,25599,2,SALCOBRAND,2023-01-20
16169,MAGNATIL CALCICO CAJA 30 COMP. EFERV,,,ASCORBICO ACIDO + CALCIO + MAGNESIO,,26015,32595,1,AHUMADA,2023-01-20
23578,MAQUIBERRY 500MG X60CAP.,MEDCELL HELTY,,MAQUI (POLIFENOLES),OTROS PRODUCTOS GINECOLOGICOS,7359,9199,2,SALCOBRAND,2023-01-20
16075,MANOL PLUS 30 COMP REC,,,PARACETAMOL + TRAMADOL,,8046,8295,1,AHUMADA,2023-01-20
15218,MAREAMIN 100MG. CAJA 20 COMP.,,,DIMENHIDRINATO,,10404,12795,1,AHUMADA,2023-01-20
13405,MARVELON (R) 20 X21COM.,MSD- ORGANON,,DESOGESTREL / ETINILESTRADIOL,HORMONAS SEXUALES Y MODULADORES GENITALES,12109,17299,2,SALCOBRAND,2023-01-20
15656,MARILOW CAJA 28 COMP.REC,,,ESTRADIOL + NOMEGESTROL,,12325,19295,1,AHUMADA,2023-01-20
14025,MARILOW X28COM.,RECALCINE,,ESTRADIOL / NOMEGESTROL ACETATO,HORMONAS SEXUALES Y MODULADORES GENITALES,16719,18999,2,SALCOBRAND,2023-01-20
15332,MARVELON CAJA 21 COMP.,,,DESOGESTREL + ETINILESTRADIOL,,17167,19245,1,AHUMADA,2023-01-20
16599,MALTOFER JBE. FCO. 100 ML.,,,HIERRO,,18521,22495,1,AHUMADA,2023-01-20
16602,MALTOFER GTS. FRASCO 30 ML,,,HIERRO,,18730,22695,1,AHUMADA,2023-01-20
13992,MALTOFER 50MG/ML GTAS.X30ML,ANDROMACO FARMA,,COMPLEJO DE HIERRO III,ANTIANEMICOS,18831,21399,2,SALCOBRAND,2023-01-20
16035,MATINOR JBE  FCO. 60 ML.,,,CARBINOXAMINA + FENILEFRINA + FENILPROPANOLAMINA + FENILTOLOXAMINA,,4678,4895,1,AHUMADA,2023-01-20
23812,MASCARA DEPORTIVA FIT&GO CON FILTRO PPF2,MED CELL IMPORTACIONES,,,DEPORTE,5939,6599,2,SALCOBRAND,2023-01-20
13333,MARVELON X21COM.,MSD- ORGANON,,DESOGESTREL / ETINILESTRADIOL,HORMONAS SEXUALES Y MODULADORES GENITALES,11162,18299,2,SALCOBRAND,2023-01-20
16870,MAXIMOX 400/57 SUSP. ORAL 70ML.,,,AMOXICILINA + CLAVULANICO ACIDO,,11860,19045,1,AHUMADA,2023-01-20
14252,MAXIMOX (B) 875/125 X14COM.REC.,PASTEUR,,ACIDO CLAVULANICO / AMOXICILINA,ANTIBACTERIANOS PARA USO SISTEMICO,16103,18299,2,SALCOBRAND,2023-01-20
15331,MARVELON-20 CAJA 21 COMP.,,,DESOGESTREL + ETINILESTRADIOL,,16127,19145,1,AHUMADA,2023-01-20
16874,MAXIMOX 875 125 CAJA 20 COMP.,,,AMOXICILINA + CLAVULANICO ACIDO,,17480,25445,1,AHUMADA,2023-01-20
13996,MAXIMOX (B) 875/125 X20COM.REC.,PASTEUR,,ACIDO CLAVULANICO / AMOXICILINA,ANTIBACTERIANOS PARA USO SISTEMICO,18479,20999,2,SALCOBRAND,2023-01-20
23353,MASAJEADOR SHIATSU DE CUELLO Y HOMB.,LOREAL CHILE S.A.,,,MASAJEADOR,27993,39990,2,SALCOBRAND,2023-01-20
23352,MASAJEADOR INALAMBRICO CON 5 CABE.,LOREAL CHILE S.A.,,,MASAJEADOR,27999,39999,2,SALCOBRAND,2023-01-20
13152,MEBENDAZOL 100MG X6COM.,HOSPIFARMA,,MEBENDAZOL,ANTIHELMINTICOS,990,1799,2,SALCOBRAND,2023-01-20
13055,MEBENDAZOL 100MG/5ML SUSP.ORAL X35ML,BPH S.A,,MEBENDAZOL,ANTIHELMINTICOS,3080,5599,2,SALCOBRAND,2023-01-20
23885,MED CELL AEROCAMARA UNIVERSAL,MEDCELL ACCESORIOS,,AEROCAMARA,OTROS PRODUCTOS PARA EL SISTEMA RESPIRATORIO,4839,5499,2,SALCOBRAND,2023-01-20
13982,MEDAZOL GEL X30G,MEDIPHARM,,METRONIDAZOL,ANTIBIOTICOS Y QUIMIOTERAPICOS PARA USO DERMATOLOGICO,7819,9199,2,SALCOBRAND,2023-01-20
15117,"MEDAZOL 0,75% GEL POMO 30GR.",,,METRONIDAZOL,,7905,9195,1,AHUMADA,2023-01-20
15245,MEDITOINA 135MG. CAJA 30 COMP.,,,MEBEVERINA,,13187,13595,1,AHUMADA,2023-01-20
15502,MEBRAL 10 MG 60COMP REC,,,MEMANTINA,,25506,26295,1,AHUMADA,2023-01-20
13280,MEDROL 16MG X14COM.,PFIZER,,METILPREDNISOLONA,CORTICOIDES SISTEMICOS,31736,56399,2,SALCOBRAND,2023-01-20
16227,MEDROL 16MG. CAJA 14 COMP,,,METILPREDNISOLONA,,33244,55295,1,AHUMADA,2023-01-20
15256,MECOLZINE 500MG. CAJA 100 COMP. REC.ENT.,,,MESALAZINA,,69520,78495,1,AHUMADA,2023-01-20
23566,"MEGACAL 1000 VIT. D,K X90COM.",VITAMIN LIFE,,CALCIFEROL / CALCIO / MAGNESIO / ZINC,SUPLEMENTOS MINERALES,7839,9799,2,SALCOBRAND,2023-01-20
23539,MEGA-CAL SOFTGEL X90CAP.,VITAMIN LIFE,,CALCIFEROL / CALCIO,SUPLEMENTOS MINERALES,8719,10899,2,SALCOBRAND,2023-01-20
23506,MEGACAL LIQUID X250ML,VITAMIN LIFE,,CALCIO / COLECALCIFEROL / MAGNESIO,SUPLEMENTOS MINERALES,10719,13399,2,SALCOBRAND,2023-01-20
16228,MEDROL 4MG. CAJA 20 TAB.,,,METILPREDNISOLONA,,12460,23195,1,AHUMADA,2023-01-20
13403,MEGANOX 25MG X30COM.DISP.,ETEX FARMACEUTICA LTDA.,,LAMOTRIGINA,ANTIEPILEPTICOS,14419,20599,2,SALCOBRAND,2023-01-20
23455,MEGA-CAL 1000 X250TAB.,VITAMIN LIFE,,CALCIO / COLECALCIFEROL / MAGNESIO / RETINOL,SUPLEMENTOS MINERALES,14799,18499,2,SALCOBRAND,2023-01-20
13501,MEDROL 4MG X20COM.,PFIZER,,METILPREDNISOLONA,CORTICOIDES SISTEMICOS,14949,22999,2,SALCOBRAND,2023-01-20
13745,MEGANOX 100MG X30COM.DISP.,ETEX FARMACEUTICA LTDA.,,LAMOTRIGINA,ANTIEPILEPTICOS,47993,56299,2,SALCOBRAND,2023-01-20
15469,MEGANOX 100MG. CAJA 30 COMP.DISPER.,,,LAMOTRIGINA,,52278,53895,1,AHUMADA,2023-01-20
14172,MEGANOX 200MG X30COM.DISP.,ETEX FARMACEUTICA LTDA.,,LAMOTRIGINA,ANTIEPILEPTICOS,73376,82499,2,SALCOBRAND,2023-01-20
15496,MELATONINA ARAMA 3MG.FCO.30CAP,,,MELATONINA,,5213,6295,1,AHUMADA,2023-01-20
13908,MELATONINA 3MG X 30CAP.,VITAMIN LIFE,,MELATONINA,PSICOLEPTICOS,6399,7999,2,SALCOBRAND,2023-01-20
16952,MELIC 15MG. CAJA 10 COMP.,,,MELOXICAM,,7176,8595,1,AHUMADA,2023-01-20
16953,MELIC COMPRIMIDOS 15 MG,,,MELOXICAM,,9916,12595,1,AHUMADA,2023-01-20
15779,"MEGRELAN 0,5% SOL. OFT. FCO. 5ML.",,,MOXIFLOXACINA,,12974,15895,1,AHUMADA,2023-01-20
15473,MEGANOX 25MG. CAJA 30 COMP.DISPER.,,,LAMOTRIGINA,,19665,22195,1,AHUMADA,2023-01-20
13394,MEGANOX 50MG X30COM.DISP.,ETEX FARMACEUTICA LTDA.,,LAMOTRIGINA,ANTIEPILEPTICOS,22049,31499,2,SALCOBRAND,2023-01-20
15477,MEGANOX 50MG. CAJA 30 COMP. DISPER.,,,LAMOTRIGINA,,31635,34095,1,AHUMADA,2023-01-20
13154,MELOXICAM (B) 7.5MG X15COM.,PASTEUR,,MELOXICAM,PRODUCTOS ANTIINFLAMATORIOS Y ANTIRREUMATICOS,880,1599,2,SALCOBRAND,2023-01-20
13131,MELOXICAM (B) 15MG X10COM.,LABORATORIO CHILE,,MELOXICAM,PRODUCTOS ANTIINFLAMATORIOS Y ANTIRREUMATICOS,1100,1999,2,SALCOBRAND,2023-01-20
16016,MELOXICAM 15MG. CAJA 10 COMP.,,,MELOXICAM,,2389,2895,1,AHUMADA,2023-01-20
16018,"MELOXICAM 7,5MG. CAJA 15 COMP.",,,MELOXICAM,,2597,3745,1,AHUMADA,2023-01-20
16019,"MELODOL CAJA 7,5 MG. 10 COMP.",,,MELOXICAM,,5330,5495,1,AHUMADA,2023-01-20
15353,MELITASE 250MG. CAJA 30 COMP.,,,BENSERAZIDA + LEVODOPA,,16291,16795,1,AHUMADA,2023-01-20
13298,MEMANVITAE (B) 10MG X56COM.REC,GALENICUM HEALTH CHILE SPA,,MEMANTINA,PSICOANALEPTICOS,17099,28499,2,SALCOBRAND,2023-01-20
13726,MEMANVITAE (B) 10MG/ML GOTAS X100ML,GALENICUM HEALTH CHILE SPA,,MEMANTINA,PSICOANALEPTICOS,22399,27999,2,SALCOBRAND,2023-01-20
15499,MEMIKARE 10MG CAJA 30COMP.REC.,,,MEMANTINA,,11860,13295,1,AHUMADA,2023-01-20
16592,MENTANIA CAJA 30 CAP. BLAN.,,,GINKGO BILOBA + GINSENG,,12484,14095,1,AHUMADA,2023-01-20
23464,MEN S DAILY ONE X100TAB.,VITAMIN LIFE,,MINERALES / VITAMINAS HOMBRE,VITAMINAS,13679,17099,2,SALCOBRAND,2023-01-20
23388,MEMANVITAE (B) 20MG X 56,GALENICUM HEALTH CHILE SPA,,MEMANTINA,PSICOANALEPTICOS,18839,31399,2,SALCOBRAND,2023-01-20
16563,MEMANVITAE 10MG. 56 COMP. REC.,,,MEMANTINA,,26015,29695,1,AHUMADA,2023-01-20
15501,MEMAX 10MG. CAJA 30 COMP. REC.,,,MEMANTINA,,34757,40395,1,AHUMADA,2023-01-20
14238,MEMAX 10MG X30COM.,ITF (EX LABOMED),,MEMANTINA,PSICOANALEPTICOS,35111,39899,2,SALCOBRAND,2023-01-20
