idMedicamento,nombreMedicamento,principioActivo,accionTerapeutico
13524,GLIFORTEX (B) 850MG X60COM.REC.,METFORMINA,FARMACOS EN DIABETES
16433,GLIFORTEX 850MG. CAJA 30 COMP.,METFORMINA,
16434,GLIFORTEX 850MG. CAJA 60 COMP.,METFORMINA,
13526,GLIFORTEX XR (B) 1000 X30COM.PROL.,METFORMINA,FARMACOS EN DIABETES
13535,GLIFORTEX XR (B) 750 X30COM.PROL.,METFORMINA,FARMACOS EN DIABETES
14757,GLIFORTEX XR 1000MG. CAJA 30COMP.,METFORMINA,
14764,GLIFORTEX XR 500 MG. CAJA 30 COMP.,METFORMINA,
13543,GLIFORTEX XR 500 X30COM.PROL.,METFORMINA,FARMACOS EN DIABETES
14770,GLIFORTEX XR 750MG. CAJA 30COMP.,METFORMINA,
14736,GLIFORTEX-G 500/5.0MG. CAJA 30 COMP.,GLIBENCLAMIDA + METFORMINA,
13585,GLUCAGEN HIPOKIT 1MG X1F-A,GLUCAGON,HORMONAS PANCREATICAS
15169,GLUCAGEN HYPOKIT  ( 1MG / ML ) 1 AMP.,GLUCAGON,
23550,GLUCOHELP X60CAP.,TRIPICOLINATO DE CROMO,"PREPARADOS CONTRA LA OBESIDAD, EXCLUYE DIETETICOS"
14761,GLUCOPHAGE 500MG.CAJA 30 COMP,METFORMINA,
13693,GLUCOPHAGE FTE.(R) 850MG X30COM.,METFORMINA,FARMACOS EN DIABETES
13748,GLUCOPHAGE XR (R) 750 X30COM.PROL.,METFORMINA,FARMACOS EN DIABETES
14766,GLUCOPHAGE XR 500MG.CAJA 30COMP.,METFORMINA,
14771,GLUCOPHAGE XR 750MG.CAJA 30COMP.,METFORMINA,
13129,GLUCOSA 5% X500ML,GLUCOSA,SOLUCIONES INTRAVENOSAS
13089,GLUCOSALINO ISOTONICO X500ML,CLORURO DE SODIO / DEXTROSA,SOLUCIONES INTRAVENOSAS
16982,GLUCOSAMINA+CONDROIT. GNC 750/600 FCO60U,CONDROITINASA + GLUCOSAMINA,
14733,GLUCOVANCE 1000/5 30 COMPRIMIDOS.,GLIBENCLAMIDA + METFORMINA,
13234,GLUCOVANCE 1000/5 X30COM.REC.,GLIBENCLAMIDA / METFORMINA,FARMACOS EN DIABETES
13197,"GLUCOVANCE 500/2,5 X30COM.REC.",GLIBENCLAMIDA / METFORMINA,FARMACOS EN DIABETES
14734,GLUCOVANCE 500/2.5 CAJA 30 COMP.,GLIBENCLAMIDA + METFORMINA,
14737,GLUCOVANCE 500/5 CAJA 30 COMP.,GLIBENCLAMIDA + METFORMINA,
13218,GLUCOVANCE 500/5 X30COM.REC.,GLIBENCLAMIDA / METFORMINA,FARMACOS EN DIABETES
14740,GLUKAUT 500/5MG. CAJA 60 COMP.,GLIBENCLAMIDA + METFORMINA,
23447,GLUTATION 250MG X60CAP.,VITAMINAS COMPLEJO B,VITAMINAS
14180,GOFYL (B) 100MG X30COM.REC.,QUETIAPINA,PSICOLEPTICOS
14205,GOFYL (B) 200MG X30COM.REC.,QUETIAPINA,PSICOLEPTICOS
14169,GOFYL (B) 25MG X30COM.REC.,QUETIAPINA,PSICOLEPTICOS
15578,GOFYL 200MG. CAJA 30 COMP. REC.,QUETIAPINA,
15581,GOFYL 25MG. CAJA 30 COMP. REC.,QUETIAPINA,
23702,GOICOCHEA DIABET TX PLUS 10% UREA MA/CO.,,CREMAS CORPORALES (MASIVAS)
23649,GOICOCHEA DIABET TX PLUS CR.5% UREA Y CA,,CREMAS CORPORALES (MASIVAS)
23626,GOICOECHEA CR.DIABETX X400ML,,CREMAS CORPORALES (MASIVAS)
23728,GOICOECHEA DIABET TX MANOS Y CODOS X75ML,,CREMAS CORPORALES (MASIVAS)
23609,GOICOECHEA DIABET TX PLUS UREA 10% X250G,,CREMAS CORPORALES (MASIVAS)
23724,GOICOECHEA DIABET TX TALCO LIQ.X70ML,,CREMAS CORPORALES (MASIVAS)
15683,GONACOR 5000 U.I. CAJA 1 FCO.,GONADOTROFINA CORIONICA,
16261,GONAL-F 75 UI CAJA 1VIAL,FOLLITROPINA ALFA,
16987,GONAL-F INYE. 300 UI/0.5ML. CAJA 1 VIAL,FOLLITROPINA ALFA,
16260,GONAL-F INYE. 450 UI/0.75ML. CAJA 1 VIAL,FOLLITROPINA ALFA,
16262,GONAL-F INYE. 900 UI/1.5ML. CAJA 1 VIAL,FOLLITROPINA ALFA,
16693,GOTALGIC SOL. OTICA  5ML.,BETAMETASONA + LIDOCAINA + NEOMICINA + POLIMIXINA B,
23860,GOTAS DE DESCANSO SOL.X30ML,TERAPIA FLORAL,OTROS FARMACOS QUE ACTUAN SOBRE EL SNC
23863,GOTAS DE RESCATE SOL.X30ML,TERAPIA FLORAL,OTROS FARMACOS QUE ACTUAN SOBRE EL SNC
13647,GOTELY (B) 0.4MG X30CAP.PROL.,TAMSULOSINA,PREPARADOS UROLOGICOS
16711,GOTELY 0.4MG. CAJA 30 CAP.,TAMSULOSINA CLORHIDRATO,
13931,GOTELY DUO (B)  X30CAP.,DUTASTERIDA / TAMSULOSINA,PREPARADOS UROLOGICOS
15792,"GOTELY DUO 0,5MG/0,4MG. 30CAP.",DUTASTERIDA + TAMSULOSINA CLORHIDRATO,
14401,GOVAL 1MG/ML GTAS.X20ML,RISPERIDONA,PSICOLEPTICOS
15595,GOVAL COMPRIMIDOS RECUBIERTOS 1 MG.,RISPERIDONA,
15382,GRIFOCLOBAM 10MG.CAJA 20 COMP.,CLOBAZAM,
15376,GRIFOPARKIN CAJA 30  COMP.,CARBIDOPA + LEVODOPA,
14646,GUTRON 2.5MG. CAJA 20 COMP.,MIDODRINA,
14647,GUTRON 5MG. CAJA 10 COMP.,MIDODRINA,
14260,GYNERA 75/20 X21GRA.,ETINILESTRADIOL / GESTODENO,HORMONAS SEXUALES Y MODULADORES GENITALES
15671,GYNERA CAJA 21 GRAG.,ETINILESTRADIOL + GESTODENO,
15064,GYNO CANESTEN 500MG. CAJA 1 COMP. VAG,CLOTRIMAZOL,
15322,GYNORELLE 28 COMPRIMIDOS RECUB.,CLORMADINONA + ETINILESTRADIOL,
14375,GYNORELLE X28COM.REC.,CLORMADINONA / ETINILESTRADIOL,HORMONAS SEXUALES Y MODULADORES GENITALES
14305,GYNOSTAT (B) 20 X21COM.REC.,DESOGESTREL / ETINILESTRADIOL,HORMONAS SEXUALES Y MODULADORES GENITALES
15333,GYNOSTAT 20 21 COMP.,DESOGESTREL + ETINILESTRADIOL,
15457,HALDOL 1MG. CAJA 20 COMP.,HALOPERIDOL,
16298,HALDOL 2MG/ML GTS. FCO. 30ML.,HALOPERIDOL,
15459,HALDOL 5MG. CAJA 1 AMP. 1ML.,HALOPERIDOL,
15460,HALDOL 5MG. CAJA 25 COMP.,HALOPERIDOL,
16299,HALDOL DECANOATO 50MG. CAJA 1 AMP. 1 M,HALOPERIDOL,
15458,HALOPERIDOL 1MG. CAJA 30COMP.,HALOPERIDOL,
15461,HALOPERIDOL 5MG. CAJA 20COMP.,HALOPERIDOL,
16843,HARMONET 75/20 CAJA 21 GRAG.,ETINILESTRADIOL + GESTODENO,
13994,HARMONET X21TAB.,ETINILESTRADIOL / GESTODENO,HORMONAS SEXUALES Y MODULADORES GENITALES
23562,HELTY ACEITE ESENCIAL ARBOL DEL TE X15ML,ACEITE DE ARBOL,OTROS FARMACOS QUE ACTUAN SOBRE EL SNC
23558,HELTY ACEITE ESENCIAL BERGAMOTA X15ML,ACEITE BERGAMOTA,OTROS FARMACOS QUE ACTUAN SOBRE EL SNC
23559,HELTY ACEITE ESENCIAL EUCALIPTO X15ML,ACEITE EUCALYPTO,OTROS FARMACOS QUE ACTUAN SOBRE EL SNC
23560,HELTY ACEITE ESENCIAL LAVANDIN X15ML,ACEITE DE LAVANDA,OTROS FARMACOS QUE ACTUAN SOBRE EL SNC
23561,HELTY ACEITE ESENCIAL MENTA P. X15ML,ACEITE MENTA,OTROS FARMACOS QUE ACTUAN SOBRE EL SNC
23563,HELTY ACEITE ESENCIAL NARANJA X15ML,ACEITE DE NARANJA,OTROS FARMACOS QUE ACTUAN SOBRE EL SNC
23548,HELTY ACEITE PARA MASAJES HERBAL  X50ML,ALOE VERA,PREPARADOS PARA EL TRATAMIENTO DE HERIDAS Y ULCERAS
23575,HELTY AJO NEGRO 1000MG X60CAP.,AJO EXTRACTO,AGENTES MODIFICADORES DE LOS LIPIDOS
23557,HELTY BATIDO DETOX X100G,0,AG.CONTRA PADECIMIENTOS FUNCIONALES DEL ESTOMAGO E INSTESTINO
23427,HELTY CARAMELOS PROP. MIEL X20,0,PREPARADOS PARA LA GARGANTA
23859,HELTY CASTANO DE INDIAS 340MG X60CAP.,CASTA?O DE INDIAS,VASOPROTECTORES
23528,HELTY CREMA DE CANNABIS X60G,CANAKINUMAB,PRODUCTOS TOPICOS PARA EL DOLOR ARTICULAR Y MUSCULAR
23457,HELTY DIFUSOR AROMA,0,ACCESORIOS MEDICOS
23442,HELTY DIFUSOR AROMATERAPIA 150ML,0,ACCESORIOS MEDICOS
23868,HELTY GEL ALOE VERA X60G,ALOE VERA,PREPARADOS PARA EL TRATAMIENTO DE HERIDAS Y ULCERAS
23582,HELTY GOTAS DE RESCATE MINI X30ML,TERAPIA FLORAL,OTROS FARMACOS QUE ACTUAN SOBRE EL SNC
23874,HELTY GOTAS PARA CONCENTRACION X30ML,0,OTROS FARMACOS QUE ACTUAN SOBRE EL SNC
23873,HELTY GOTAS PARA EL MIEDO X30ML,0,OTROS FARMACOS QUE ACTUAN SOBRE EL SNC
23872,HELTY GOTAS PARA LA ANSIEDAD X30ML,0,OTROS FARMACOS QUE ACTUAN SOBRE EL SNC
23545,HELTY GUARANA X60CAP.,GUARANA,SUPLEMENTOS
23546,HELTY HERBACOLON X30ML,SUPLEMENTO ALIMENTICIO,OTROS PRODUCTOS TRACTO ALIMENTARIO Y METABOLISMO
23849,HELTY INFUSION PECTORAL X20 BOL,SUPLEMENTO ALIMENTICIO,PREPARADOS PARA LA TOS Y EL RESFRIADO
23851,HELTY LIMONADA CALIENTE DIA,ANTIGRIPAL NATURAL,PREPARADOS PARA LA TOS Y EL RESFRIADO
23852,HELTY LIMONADA CALIENTE NOCHE,ANTIGRIPAL NATURAL,PREPARADOS PARA LA TOS Y EL RESFRIADO
23573,HELTY MAQUI ORGANICO POL. X60G,MAQUI (POLIFENOLES),SUPLEMENTOS
23862,HELTY OPUNTIA X200ML,OPUNTIA,AGENTES PARA ALTERACIONES CAUSADAS CON ACIDO
23571,HELTY PEPA DE CALABAZA 1000MG X60CAP.,ACEITE DE PEPA DE CALABAZA,PREPARADOS UROLOGICOS
23840,HELTY PROPOLEO JENGIBRE SPX30ML,PROPOLEO,PREPARADOS PARA LA GARGANTA
23841,HELTY PROPOLEO JENGIBRE VIT.C SOL X120ML,SUPLEMENTO ALIMENTICIO,PREPARADOS PARA LA TOS Y EL RESFRIADO
23845,HELTY PROPOLEO KIDS SP.X15ML,PROPOLEO,PREPARADOS PARA LA GARGANTA
23428,HELTY PROPOLEO MIEL ZERO BLISTER X10CARA,PROPOLEO,PREPARADOS PARA LA GARGANTA
23429,HELTY PROPOLEO MIEL/MENTOL ZERO BLISTER,PROPOLEO,PREPARADOS PARA LA GARGANTA
23848,HELTY PROPOLEO VIT C JBE.X120ML,PROPOLEO,PREPARADOS PARA LA TOS Y EL RESFRIADO
23850,HELTY PROPOLEO X30CAP.,PROPOLEO,PREPARADOS PARA LA GARGANTA
23842,HELTY SOL. DE HIERBAS CON MIEL X120ML,SUPLEMENTO ALIMENTICIO,PREPARADOS PARA LA TOS Y EL RESFRIADO
23430,HELTY TRANSLENT REGULADOR DIGESTIVO X20C,INULINA / LINASA / ORTIGA,LAXANTES
23856,HELTY VINAGRE DE MANZANA 500MG X60CAP.,0,"PREPARADOS CONTRA LA OBESIDAD, EXCLUYE DIETETICOS"
14016,HEMOFOLIC X30CAP.,ACIDO FOLICO / GLICINATO FERROSO QUELATO,ANTIANEMICOS
16595,HEMOVAL 100MGX40 COMP. MASTICABLES,HIERRO,
16600,HEMOVAL 50MG/ML SOL. ORAL GTAS 30ML,HIERRO,
16646,HEPTA ALFA 2000 UI JER. PRELLENADA 1ML.,EPOETINA BETA,
16649,HEPTA ALFA 4000 UI JER. PRELLENADA 1ML.,EPOETINA BETA,
23495,HEPUR PLUS X250ML,MINERALES / VITAMINAS,OTROS PRODUCTOS TRACTO ALIMENTARIO Y METABOLISMO
14808,HEROLAN AEROSOL SF 10ML.200 DOSIS.,BECLOMETASONA + SALBUTAMOL,
16855,"HIALTEARS 0,4% SOL. OFT. FCO. 10ML",HIALURONICO ACIDO,
23690,HIDRA TOTAL 5 CR.ANTIARRUGAS  35 X50ML,,CREMAS FACIALES (MASIVAS)
23692,HIDRA TOTAL 5 CR.ANTIARRUGAS  45 X50ML,,CREMAS FACIALES (MASIVAS)
23691,HIDRA TOTAL 5 CR.ANTIARRUGAS  55 X50ML,,CREMAS FACIALES (MASIVAS)
14581,HIDRALAZINA 50MG.CAJA 20 COMP,HIDRALAZINA,
16366,HIDRASEC 100MG. CAJA 9 CAP. ADULTO,RACECADOTRIL,
16892,HIDRASEC 10MG. CAJA 18 SOBRES. LACTANTE,RACECADOTRIL,
16367,HIDRASEC 30MG. CAJA 18 SOBRES. NIÑOS,RACECADOTRIL,
14881,HIDRIUM CAJA 20 COMP.,AMILORIDA + FUROSEMIDA,
13143,HIDROCLOROTIAZIDA (B) 50MG X20COM.,HIDROCLOROTIAZIDA,DIURETICOS
17005,HIDROCLOROTIAZIDA 50 MG. 20 COMP. (OPK),HIDROCLOROTIAZIDA,DIURETICOS
14583,HIDROCLOROTIAZIDA 50MG. CAJA 20 COMP.,HIDROCLOROTIAZIDA,
13026,HIDROCORTISONA 20MG X20COM.,HIDROCORTISONA,CORTICOIDES SISTEMICOS
15103,HIDROCORTISONA 20MG. CAJA 20 COMP.,HIDROCORTISONA,
14582,HIDRORONOL 50MG. CAJA 24 COMP.,HIDROCLOROTIAZIDA,
14606,HIDRORONOL-T CAJA 24 COMP.,HIDROCLOROTIAZIDA + TRIAMTERENO,
16405,HIDRORONOL-T CAJA 60 COMP.,HIDROCLOROTIAZIDA + TRIAMTERENO,
13188,HIDROXICARBAMIDA 500MG X100CAP,HIDROXICARBAMIDA,AGENTES ANTINEOPLASICOS
13250,HIDROXIDO ALUMINIO 6% SOL.X180ML,HIDROXIDO DE ALUMINIO,AGENTES PARA ALTERACIONES CAUSADAS CON ACIDO
17049,HIERBAS 40 GR. MELISSA,MELISSA,ANSIOLITICO NATURAL
15097,HIPOGE 1% UGTO. POMO 10 GR.,HIDROCORTISONA,
14315,HIPOGE U CR.X15G,HIDROCORTISONA,CORTICOCOSTEROIDES TOPICOS
15098,HIPOGE-U 1% CREM. POMO 15 GR.,HIDROCORTISONA,
14758,HIPOGLUCIN  1000 LP CAJA 60 COMP.,METFORMINA,
14162,HIPOGLUCIN (B) 1G X30COM.REC.,METFORMINA,FARMACOS EN DIABETES
14216,HIPOGLUCIN (B) 850MG X60COM.REC.,METFORMINA,FARMACOS EN DIABETES
14756,HIPOGLUCIN 1 G X 30 COMP. REC.,METFORMINA,
16428,HIPOGLUCIN 500 LP X 30 COMP.REC.,METFORMINA,
14765,HIPOGLUCIN 500 LP X 60 COMP. REC.,METFORMINA,
14776,HIPOGLUCIN 850MG. CAJA 30 COMP.REC.,METFORMINA,
14779,HIPOGLUCIN 850MG. CAJA 60 COMP.REC.,METFORMINA,
14735,"HIPOGLUCIN DA 500/2,5MG. CAJA 30 COMP.",GLIBENCLAMIDA + METFORMINA,
14738,HIPOGLUCIN DA 500/5MG. CAJA 30COMP.,GLIBENCLAMIDA + METFORMINA,
14430,HIPOGLUCIN LP (B) 1000MG X60COM.,METFORMINA,FARMACOS EN DIABETES
13695,HIPOGLUCIN LP (B) 500MG X60COM.PROL.,METFORMINA,FARMACOS EN DIABETES
13766,HIPOGLUCIN LP (B) 750MG X60COM.,METFORMINA,FARMACOS EN DIABETES
14759,HIPOGLUCIN LP 1000 MG. CAJA 30 COMP.,METFORMINA,
16430,HIPOGLUCIN LP 750MG. CAJA 30 COMP.,METFORMINA,
16431,HIPOGLUCIN LP 750MG. CAJA 60 COMP.,METFORMINA,
16417,HIPOLIXAN 10MG. CAJA 30 COMP.,ATORVASTATINA,
16421,HIPOLIXAN 40MG. CAJA 30 COMP.,ATORVASTATINA,
14543,HIPREX 50MG CAJA 15COMP,CLORTALIDONA,
23400,HIPREX V (B) 12.5/160 X30COM.REC,CLORTALIDONA/ VALSARTAN,DIURETICOS
23401,HIPREX V (B) 25/160 X30COMREC,CLORTALIDONA/ VALSARTAN,DIURETICOS
16040,HISTAFED  JARABE 120 ML.,CLORFENAMINA,
16042,HISTAFED 4MG. CAJA 20 COMP.,CLORFENAMINA,
15682,HMG FERRING49846 75 UI / 1 FCO AMP.,FOLLICLE-STIMULATING HORMONE + HORMONA LUTEINIZANTE,
13739,HOLMES (B) H 40/25 X30COM.REC,HIDROCLOROTIAZIDA / OLMESARTAN,AGENTES QUE ACTUAN EN EL SISTEMA RENINA-ANGIOTENSINA
13846,HOLMES H 20/12.5 X30COM.REC,HIDROCLOROTIAZIDA / OLMESARTAN,AGENTES QUE ACTUAN EN EL SISTEMA RENINA-ANGIOTENSINA
13741,HOLMES H 40/12.5 30 X30COM.REC,HIDROCLOROTIAZIDA / OLMESARTAN,AGENTES QUE ACTUAN EN EL SISTEMA RENINA-ANGIOTENSINA
23389,HOME CONTROL TEST USO DROGA THC MARIHUAN,TEST USO DROGA THC MARIHUANA,TEST DE DIAGNOSTICO
23390,HOME CONTROL TEST USO DROGA THC MARIHUAN,TEST USO DROGA THC MARIHUANA,TEST DE DIAGNOSTICO
15647,HORMOGEL FRASCO 35G.,ESTRADIOL,
14251,HORMOGEL PUMP 0.1% GEL TRANS.X35G,ESTRADIOL,HORMONAS SEXUALES Y MODULADORES GENITALES
13790,HUMALOG 100UI/ML CARTUCHOS 3ML X5,INSULINA LISPRO,FARMACOS EN DIABETES
14118,HUMALOG 100UI/ML F-A 10ML X1,INSULINA LISPRO,FARMACOS EN DIABETES
13793,HUMALOG 100UI/ML KWIK PEN 3ML X5,INSULINA LISPRO,FARMACOS EN DIABETES
13797,HUMALOG 100UI/ML MIX 25 KWIK PEN 3ML X5,INSULINA LISPRO,FARMACOS EN DIABETES
13825,HUMULIN 70/30 F-A 10ML X1,INSULINA HUMANA / INSULINA ISOFANA,FARMACOS EN DIABETES
13812,HUMULIN N 100UI/ML F-A 10ML X1,INSULINA ISOFANICA,FARMACOS EN DIABETES
23733,HYDRA TOTAL 5 ANTI-MANCHAS F17 X50ML,,CREMAS FACIALES (MASIVAS)
23734,HYDRA TOTAL 5 CR.DIA X50G,,CREMAS FACIALES (MASIVAS)
23731,HYDRA TOTAL 5 CR.MATIFICANTE X50G,,CREMAS FACIALES (MASIVAS)
23732,HYDRA TOTAL 5 LOCION P/S X200ML,,CREMAS FACIALES (MASIVAS)
23796,HYDRA TOTAL 5 TOA.DESMAQ.P/N X25,,LIMPIEZA FACIAL (MASIVO)
23795,HYDRA TOTAL 5 TOA.DESMAQ.P/SENS X25,,LIMPIEZA FACIAL (MASIVO)
13971,HYRIMOZ 40MG/0.8ML SOL. X2JP,ADALIMUMAB,INMUNOSUPRESORES
13203,HYZAAR 50/12.5 X30TAB.,HIDROCLOROTIAZIDA / LOSARTAN,AGENTES QUE ACTUAN EN EL SISTEMA RENINA-ANGIOTENSINA
16401,HYZAAR 50/12.5MG. CAJA 30 COMP.REC.,HIDROCLOROTIAZIDA + LOSARTAN,
13201,HYZAAR FORTE 100/25 X30COM.REC.,HIDROCLOROTIAZIDA / LOSARTAN,AGENTES QUE ACTUAN EN EL SISTEMA RENINA-ANGIOTENSINA
14595,HYZAAR FORTE 100/25MG. CAJA 30 COMP.REC.,HIDROCLOROTIAZIDA + LOSARTAN,
16182,IBAMES CD BITERAPIA 500MG/800 U.I 30CAP.,CALCIO + COLECALCIFEROL + IBANDRONICO ACIDO,
13822,IBAMES CD X30CAP.,ACIDO IBANDRONICO / CALCIO (CARBONATO) / COLECALCIFEROL,FARMACOS PARA EL TRATAMIENTO DE ENFERMEDADES OSEAS
16002,IBUCON 600MG. 20 COMP. REC.,IBUPROFENO,
15997,IBUFAS-T IBUPROFENO 400MG 20COMP REC.,IBUPROFENO,
16947,IBUFAS-T IBUPROFENO 600MG 20COMP REC,IBUPROFENO,
15933,IBUPIRAC FLU FORTE CAJA 10 COMP. REC.,IBUPROFENO + PSEUDOEFEDRINA,
15994,IBUPIRAC FTE. 200MG/5ML. SUSP. FCO.100ML,IBUPROFENO,
14053,IBUPIRAC LC (B) 400MG X20CAP.,IBUPROFENO,PRODUCTOS ANTIINFLAMATORIOS Y ANTIRREUMATICOS
14036,IBUPIRAC LC (B) 600MG X10CAP.,IBUPROFENO,PRODUCTOS ANTIINFLAMATORIOS Y ANTIRREUMATICOS
15998,IBUPIRAC-LC 400MG. CAJA 20 CAP. BLANDAS,IBUPROFENO,
16000,IBUPIRAC-LC 600MG. CAJA 10CAP.BL.,IBUPROFENO,
13174,IBUPROFENO (B) 200MG X20COM.REC.,IBUPROFENO,PRODUCTOS ANTIINFLAMATORIOS Y ANTIRREUMATICOS
13136,IBUPROFENO (B) 400MG X20COM.,IBUPROFENO,PRODUCTOS ANTIINFLAMATORIOS Y ANTIRREUMATICOS
13084,IBUPROFENO (B) 600MG X20COM.,IBUPROFENO,PRODUCTOS ANTIINFLAMATORIOS Y ANTIRREUMATICOS
13079,IBUPROFENO 100MG/5ML JBE.X100ML,IBUPROFENO,PRODUCTOS ANTIINFLAMATORIOS Y ANTIRREUMATICOS
13038,IBUPROFENO 200MG/5ML S.O X120ML,IBUPROFENO,PRODUCTOS ANTIINFLAMATORIOS Y ANTIRREUMATICOS
17106,IBUPROFENO 400 MG. 20 COMP. (LCH) (B),IBUPROFENO,ANALGESICOS
17087,IBUPROFENO 600 MG. 20 COMP. (ASC) (B),IBUPROFENO,ANALGESICOS
16001,IBUPROFENO 600MG. CAJA 20 COMP,IBUPROFENO,
17032,IBUPROFENO FTE. SUSP. ORAL 200 MG./5 ML. 120 ML. (OPK),IBUPROFENO,ANALGESICOS
17033,IBUPROFENO FTE. SUSP. ORAL 200 MG./5 ML. 120 ML. (OPK),IBUPROFENO,ANALGESICOS
16972,ICAPS CAJA 60 COMP.,ALFA TOCOFEROL + ASCORBICO ACIDO + BETACAROTENO + COBRE + MAGNESIO + SELENIO + ZINC,
13826,IDENA (B) 150MG X1COM.REC.,ACIDO IBANDRONICO,FARMACOS PARA EL TRATAMIENTO DE ENFERMEDADES OSEAS
14302,IDON (B) 10MG X30CAP.,DOMPERIDONA,AG.CONTRA PADECIMIENTOS FUNCIONALES DEL ESTOMAGO E INSTESTINO
15222,IDON 10MG.  CAJA  30 CAP.,DOMPERIDONA,
15223,IDON 10MG. CAJA 60 CAP.,DOMPERIDONA,
15221,IDON 10MG./ML. GTS. FCO. 15ML.,DOMPERIDONA,
14137,IDON 10MG/ML GTAS.X15ML,DOMPERIDONA,AG.CONTRA PADECIMIENTOS FUNCIONALES DEL ESTOMAGO E INSTESTINO
15224,IDON 30MG. CAJA 5 SUP. INF.,DOMPERIDONA,
16512,IDON 5MG./5ML. SUSP. FCO. 100ML.,DOMPERIDONA,
15225,IDON 60MG. CAJA 5 SUP. AD.,DOMPERIDONA,
16635,IGAMAD 300 MCG/2ML (1500 UI) JER PRECAR,INMUNOGLOBULINA,
15724,"ILAST SOL.OFT.0,1% FCO. 5ML",CICLOSPORINA,
14866,ILIADIN 0.05% SOL SPR. 10 ML. AD.,OXIMETAZOLINA,
14312,ILIADIN AD.(B) 0.05% SOL.NAS.X10ML,OXIMETAZOLINA,PREPARADOS DE USO NASAL
15338,ILIMIT-10 10MG. CAJA 30 COMP,ARIPIPRAZOL,
15343,ILIMIT-15 15MG. CAJA 30 COMP,ARIPIPRAZOL,
16208,ILINOL 30 COMPRIMIDOS REC.,HIDROXICLOROQUINA,
16396,ILOSTAL 100MG. CAJA 30 COMP.,CILOSTAZOL,
16746,ILOSTAL 50MG. CAJA 30 COMP.,CILOSTAZOL,
13556,ILTUX (B) 20MG X28COM.REC.,OLMESARTAN,AGENTES QUE ACTUAN EN EL SISTEMA RENINA-ANGIOTENSINA
13343,ILTUX (B) 40MG X28COM.REC.,OLMESARTAN,AGENTES QUE ACTUAN EN EL SISTEMA RENINA-ANGIOTENSINA
13860,ILTUX HCT 20/12.5 X28COM.,HIDROCLOROTIAZIDA / OLMESARTAN,AGENTES QUE ACTUAN EN EL SISTEMA RENINA-ANGIOTENSINA
13743,ILTUX HCT 40/12.5 X28COM.,HIDROCLOROTIAZIDA / OLMESARTAN,AGENTES QUE ACTUAN EN EL SISTEMA RENINA-ANGIOTENSINA
13490,ILTUX HCT 40/25 X28COM.,HIDROCLOROTIAZIDA / OLMESARTAN,AGENTES QUE ACTUAN EN EL SISTEMA RENINA-ANGIOTENSINA
13859,ILTUXAM 20/5 X28COM.REC,AMLODIPINO / OLMESARTAN,AGENTES QUE ACTUAN EN EL SISTEMA RENINA-ANGIOTENSINA
13856,ILTUXAM 40/10 X28COM.REC,AMLODIPINO / OLMESARTAN,AGENTES QUE ACTUAN EN EL SISTEMA RENINA-ANGIOTENSINA
13852,ILTUXAM 40/5 X28COM.REC,AMLODIPINO / OLMESARTAN,AGENTES QUE ACTUAN EN EL SISTEMA RENINA-ANGIOTENSINA
13111,IMIPRAMINA (B) 25MG X40COM.,IMIPRAMINA,PSICOANALEPTICOS
16130,IMIX 400MG.  X7 COMP. REC.,MOXIFLOXACINA,
23547,IMMUNE PLUS X 60 VITAMINLIFE,MINERALES / PROBIOTICOS / VITAMINAS,VITAMINAS
16259,IMPLANON IMPLANTE 68MG. CAJA 1 IMP.,ETONOGESTREL,
15681,IMPLANON NEXT 68 MG. CJ 1 IMP,ETONOGESTREL,
16739,INCRUSE ELLIPTA PLV INH 55 MCG 30DOSIS,UMECLIDINIUM BROMURO,
13658,INDOMETACINA 25MG X24COM.,INDOMETACINA,PRODUCTOS ANTIINFLAMATORIOS Y ANTIRREUMATICOS
16003,INDOMETACINA 25MG. CAJA 24 COMP.,INDOMETACINA,
15018,INDOXYL GEL POMO 30 GR.,BENZOILO PEROXIDO + CLINDAMICINA,
15909,INFEX 125MG/ 5ML X 80ML SUSPEN. SACHET,CLARITROMICINA,
15912,INFEX 250MG./5ML. 80ML. SUSP. SACHET,CLARITROMICINA,
15915,INFEX 500MG. CAJA 14 COMP.,CLARITROMICINA,
15918,INFEX 500MG. CAJA 20 COMP.,CLARITROMICINA,
15106,INFLADER 10MG. CAJA 30 CAP. BL.,ISOTRETINOINA,
15109,INFLADER 20MG. CAJA 30 CAP. BL.,ISOTRETINOINA,
14848,INFLUMIX 20MCG. HFA 200 DOSIS,IPRATROPIO,
16571,INFOR CAJA 30 CAP.,ALFA TOCOFEROL + ASCORBICO ACIDO + COLECALCIFEROL + GINSENG + HIERRO METAL + MAGNESIO + NICOTINAMIDA + PANTOTENICO ACIDO + RETINOL + RUTOSIDA,
16573,INFOR E CAJA 30 CAP.,ALFA TOCOFEROL + ASCORBICO ACIDO + COLECALCIFEROL + GINSENG + HIERRO METAL + MAGNESIO + NICOTINAMIDA + PANTOTENICO ACIDO + RETINOL + RUTOSIDA,
16572,INFOR Q-10 CAJA 30 CAP.,ALFA TOCOFEROL + ASCORBICO ACIDO + COLECALCIFEROL + GINSENG + HIERRO METAL + MAGNESIO + NICOTINAMIDA + PANTOTENICO ACIDO + RETINOL + RUTOSIDA,
